age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
29,Private,217581,HS-grad,9,Separated,Other-service,Unmarried,Other,Female,35,0,40,Mexico,<=50K
35,Self-emp-inc,97653,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,16,0,40,United-States,<=50K
57,Private,159485,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,20,0,40,Mexico,<=50K
63,Self-emp-not-inc,161596,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,6,0,59,United-States,<=50K
62,Private,237565,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,19,0,40,?,<=50K
40,Private,217183,Bachelors,13,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,25,1,40,Canada,<=50K
42,Private,133024,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,9,0,40,?,<=50K
49,Private,270655,5th-6th,4,Widowed,Other-service,Not-in-family,White,Female,4131,0,38,United-States,<=50K
33,Private,491637,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,39,0,40,United-States,>50K
43,Local-gov,268939,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7847,1860,50,United-States,>50K
59,Private,168660,10th,6,Never-married,Transport-moving,Not-in-family,White,Male,39,0,40,United-States,<=50K
51,Private,125990,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,26,0,40,United-States,<=50K
33,Local-gov,215708,Bachelors,13,Married-spouse-absent,Prof-specialty,Other-relative,Other,Male,25,0,40,China,<=50K
51,?,231341,HS-grad,9,Married-AF-spouse,Machine-op-inspct,Other-relative,White,Female,6,0,40,United-States,<=50K
64,Self-emp-not-inc,121463,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,16,0,33,Canada,<=50K
57,Local-gov,198382,1st-4th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,2995,1,40,Canada,<=50K
31,Private,218426,1st-4th,4,Never-married,Prof-specialty,Own-child,Other,Female,20,0,21,Trinadad&Tobago,<=50K
25,Private,219302,Some-college,10,Never-married,Sales,Not-in-family,White,Male,9,0,50,United-States,<=50K
27,Private,269069,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Female,5,0,34,United-States,<=50K
48,Private,179494,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,?,<=50K
21,?,176407,10th,7,Never-married,?,Not-in-family,White,Female,25,0,23,United-States,<=50K
43,Private,210298,1st-4th,4,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,15,0,40,China,<=50K
52,Federal-gov,76354,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,16,0,45,?,<=50K
51,Self-emp-not-inc,188884,7th-8th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,35,0,40,Guatemala,<=50K
26,Private,194339,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,4,0,63,United-States,<=50K
25,Private,216299,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,Black,Female,14,0,40,Greece,<=50K
44,State-gov,217255,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
28,Self-emp-inc,189640,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,7764,0,50,United-States,<=50K
36,Without-pay,356936,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,5,0,49,United-States,<=50K
45,Private,157437,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7900,0,50,United-States,<=50K
35,Private,231854,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Male,0,0,40,?,<=50K
32,?,221106,5th-6th,4,Married-AF-spouse,?,Wife,White,Female,8,0,11,United-States,>50K
30,Private,42939,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1854,40,United-States,<=50K
60,Private,59021,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,24,0,40,United-States,<=50K
52,Private,163173,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,Black,Female,20,0,40,United-States,<=50K
45,Self-emp-inc,47959,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,39,1,40,United-States,>50K
55,Local-gov,147074,11th,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,1,60,United-States,>50K
21,Private,222840,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,12,0,40,United-States,<=50K
50,Local-gov,390870,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,44,1,50,United-States,>50K
26,Private,35367,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,17,0,32,United-States,<=50K
35,State-gov,126320,Masters,14,Never-married,Prof-specialty,Husband,White,Male,38,0,56,United-States,>50K
45,Local-gov,178710,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,24,0,40,United-States,<=50K
62,Federal-gov,233756,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,27,1842,50,United-States,>50K
51,Local-gov,30408,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7774,0,40,United-States,>50K
47,Private,191722,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,9,0,40,Canada,<=50K
47,Private,240961,Prof-school,10,Never-married,Craft-repair,Not-in-family,White,Male,16,0,50,United-States,<=50K
31,?,60422,Some-college,10,Divorced,?,Own-child,White,Female,3463,0,32,United-States,<=50K
24,Private,179147,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,41,0,40,United-States,<=50K
41,Local-gov,159715,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,36,0,40,United-States,<=50K
28,State-gov,45157,Assoc-voc,16,Separated,Tech-support,Unmarried,White,Female,23,1,39,United-States,<=50K
41,Private,141572,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,5,0,40,United-States,<=50K
31,Federal-gov,153260,HS-grad,9,Separated,Prof-specialty,Not-in-family,White,Female,23,0,40,United-States,>50K
31,Private,152750,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,Female,22,0,40,United-States,<=50K
48,Private,120930,HS-grad,9,Separated,Other-service,Not-in-family,Black,Female,37,0,40,United-States,<=50K
49,Private,228310,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
26,Private,22187,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,9,1,40,Trinadad&Tobago,<=50K
57,Private,168971,10th,6,Never-married,Transport-moving,Not-in-family,White,Male,39,0,40,United-States,<=50K
63,?,166997,11th,7,Never-married,?,Own-child,White,Female,20,0,40,United-States,<=50K
18,Private,203848,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,21,0,19,Outlying-US(Guam-USVI-etc),<=50K
53,Private,252608,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,4,1,40,United-States,>50K
24,Private,186325,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,11,0,40,China,<=50K
28,Private,117628,Preschool,5,Never-married,Other-service,Not-in-family,White,Female,24,0,40,United-States,<=50K
25,Private,48250,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,4223,0,40,United-States,<=50K
27,Self-emp-not-inc,37730,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,3690,0,34,United-States,<=50K
60,Private,167060,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
27,Private,197501,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
38,Private,80241,HS-grad,9,Never-married,Other-service,Own-child,White,Male,23,0,40,China,<=50K
30,Private,184041,10th,4,Married-civ-spouse,Adm-clerical,Wife,Black,Female,3,0,40,United-States,>50K
61,Private,33069,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K
45,Private,167777,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,10,0,40,United-States,<=50K
51,Local-gov,153217,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Female,15089,1,40,United-States,<=50K
50,Self-emp-not-inc,58596,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15700,1,50,Germany,>50K
19,Private,104830,9th,4,Never-married,Farming-fishing,Own-child,White,Male,19,0,31,Taiwan,<=50K
32,Private,336692,Some-college,10,Married-spouse-absent,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,1,0,40,China,<=50K
28,Local-gov,37841,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Male,7973,0,40,Hong,<=50K
25,Private,171332,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,7,0,50,United-States,<=50K
63,Private,167748,5th-6th,4,Married-civ-spouse,Other-service,Husband,White,Male,37,0,33,United-States,<=50K
36,Local-gov,81103,Masters,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,7803,1,40,United-States,>50K
24,?,30509,Some-college,10,Never-married,?,Own-child,White,Female,18,0,40,United-States,<=50K
26,Private,192049,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Female,11,0,40,United-States,<=50K
48,Private,188271,Masters,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,19,1,57,?,>50K
44,Local-gov,209564,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,36,0,40,United-States,<=50K
36,?,51914,Some-college,10,Married-AF-spouse,?,Wife,White,Male,0,0,40,United-States,<=50K
61,Self-emp-not-inc,114608,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,15,0,50,United-States,<=50K
19,Self-emp-not-inc,153789,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,3,1,51,United-States,<=50K
46,Private,222480,HS-grad,9,Widowed,Handlers-cleaners,Unmarried,Amer-Indian-Eskimo,Female,12,1,24,United-States,<=50K
52,?,32222,HS-grad,9,Separated,?,Unmarried,White,Female,49,0,40,United-States,<=50K
67,Private,180220,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,55,0,40,United-States,<=50K
59,Private,27730,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,16,0,40,United-States,<=50K
63,?,188174,11th,7,Never-married,?,Not-in-family,White,Female,9,1,11,United-States,<=50K
23,Private,101177,Assoc-voc,11,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,9,0,33,Taiwan,<=50K
28,Private,273943,Some-college,10,Never-married,Farming-fishing,Other-relative,White,Male,12,0,36,United-States,<=50K
29,Private,338233,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,37,0,51,United-States,<=50K
20,Private,292387,12th,7,Never-married,Adm-clerical,Not-in-family,White,Female,10,1,21,United-States,<=50K
69,Private,328767,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,17,0,40,United-States,<=50K
65,Self-emp-not-inc,487491,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1,49,United-States,>50K
51,Federal-gov,245376,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,16,0,49,United-States,<=50K
28,Private,176989,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,42,0,22,United-States,<=50K
52,Self-emp-inc,112353,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,17,0,40,United-States,>50K
22,Private,217626,Some-college,10,Never-married,Other-service,Own-child,White,Male,3,0,50,United-States,<=50K
56,State-gov,164701,7th-8th,15,Separated,Prof-specialty,Not-in-family,White,Female,4,0,50,United-States,<=50K
37,Self-emp-not-inc,208734,1st-4th,3,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,14,0,40,Mexico,<=50K
29,Private,193503,Some-college,10,Never-married,Sales,Own-child,White,Male,45,0,40,United-States,<=50K
38,Private,124429,HS-grad,9,Separated,Adm-clerical,Other-relative,Black,Female,39,0,40,United-States,<=50K
38,Private,174393,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,7,0,49,United-States,<=50K
53,Private,167617,10th,6,Never-married,Priv-house-serv,Not-in-family,White,Female,4,0,31,United-States,<=50K
50,Local-gov,345373,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,7832,1885,40,United-States,>50K
28,Private,46220,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,26,0,40,United-States,<=50K
36,Private,81956,Masters,14,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,15,0,40,Taiwan,<=50K
52,Private,115101,HS-grad,9,Never-married,Adm-clerical,Husband,Black,Female,20,0,36,United-States,<=50K
51,Self-emp-not-inc,169671,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,28,0,40,Mexico,<=50K
36,Local-gov,148414,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,7736,1821,49,United-States,>50K
61,Self-emp-not-inc,158914,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,24,1824,49,United-States,<=50K
48,Local-gov,264124,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Male,0,1854,40,United-States,<=50K
69,Local-gov,170703,10th,11,Married-civ-spouse,Protective-serv,Husband,White,Male,12,0,40,United-States,<=50K
20,Private,293539,HS-grad,9,Separated,Sales,Not-in-family,Other,Female,26,0,40,United-States,<=50K
63,Private,174921,Assoc-acdm,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
29,Private,193538,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
20,Local-gov,91918,10th,6,Never-married,Other-service,Own-child,White,Female,27,0,40,United-States,<=50K
30,Self-emp-inc,203187,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,White,Male,23,0,40,United-States,<=50K
21,?,29085,Prof-school,7,Never-married,Adm-clerical,Not-in-family,White,Female,44,0,37,United-States,<=50K
19,Private,108495,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,8,0,40,United-States,<=50K
46,Self-emp-not-inc,128188,HS-grad,12,Divorced,Adm-clerical,Unmarried,White,Male,20,0,40,United-States,<=50K
38,Local-gov,105110,5th-6th,7,Never-married,Transport-moving,Other-relative,White,Male,3847,0,40,United-States,<=50K
33,?,61467,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,3633,0,11,United-States,<=50K
60,Self-emp-not-inc,131275,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,15131,0,40,United-States,>50K
59,Private,46540,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female,9,0,40,United-States,<=50K
29,Private,205958,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,4107,0,49,United-States,<=50K
18,Private,62263,12th,7,Never-married,Machine-op-inspct,Own-child,Black,Female,9,0,40,China,<=50K
28,Private,79178,HS-grad,9,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,15,0,40,Taiwan,<=50K
18,Private,201703,HS-grad,10,Divorced,Farming-fishing,Not-in-family,Asian-Pac-Islander,Male,31,0,30,China,<=50K
53,Self-emp-not-inc,196038,Masters,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,1,40,United-States,>50K
30,Private,82992,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,31,0,21,United-States,<=50K
21,Private,32146,HS-grad,9,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,7,0,40,Philippines,<=50K
27,Private,183382,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Black,Female,41,0,40,United-States,<=50K
54,Private,16832,11th,7,Married-civ-spouse,Transport-moving,Own-child,White,Male,42,0,22,United-States,<=50K
33,Private,196130,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,23,0,40,Philippines,>50K
28,Self-emp-not-inc,57448,Assoc-acdm,15,Never-married,Farming-fishing,Not-in-family,White,Male,12,0,32,United-States,<=50K
50,Self-emp-inc,92991,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7908,1842,40,United-States,>50K
24,Private,164119,Some-college,10,Never-married,Other-service,Other-relative,Black,Female,0,0,40,United-States,<=50K
31,Local-gov,246107,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,10,0,40,United-States,<=50K
48,Self-emp-not-inc,136610,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Female,16,0,40,United-States,<=50K
46,Private,255993,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,11,0,40,Trinadad&Tobago,<=50K
30,Private,134574,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
27,State-gov,97648,Doctorate,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,8,0,40,United-States,<=50K
60,Self-emp-inc,158944,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,0,50,United-States,>50K
21,Private,172428,Assoc-acdm,7,Never-married,Prof-specialty,Unmarried,White,Female,20,0,32,United-States,<=50K
42,Private,34946,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,2,0,40,United-States,<=50K
82,?,215127,10th,4,Never-married,?,Not-in-family,White,Male,4083,0,13,United-States,<=50K
33,Private,28070,Assoc-voc,11,Divorced,Machine-op-inspct,Own-child,White,Female,0,1,36,United-States,<=50K
46,Private,194170,Prof-school,16,Never-married,Farming-fishing,Other-relative,White,Female,16,0,40,United-States,<=50K
48,Self-emp-inc,180925,Prof-school,16,Married-civ-spouse,Adm-clerical,Husband,White,Male,4578,1,49,United-States,>50K
28,?,220590,HS-grad,9,Married-AF-spouse,?,Other-relative,White,Female,15,0,40,United-States,<=50K
20,?,167353,HS-grad,9,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,35,0,40,United-States,<=50K
33,Federal-gov,169337,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,12,0,32,United-States,>50K
27,Private,125515,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,94395,5th-6th,7,Separated,Other-service,Unmarried,Asian-Pac-Islander,Female,5,2,20,Taiwan,<=50K
48,Federal-gov,229087,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,22,0,40,United-States,<=50K
51,Private,208693,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,22,0,51,Philippines,<=50K
23,?,162778,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
50,Self-emp-inc,209735,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,8137,1,50,United-States,>50K
41,Private,85837,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,40,United-States,>50K
26,Private,197291,Assoc-voc,11,Married-civ-spouse,Craft-repair,Other-relative,White,Female,10,0,40,United-States,<=50K
52,Private,45288,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7842,0,40,United-States,>50K
49,Private,223130,Preschool,4,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,0,0,37,United-States,<=50K
24,Private,386955,Some-college,10,Married-spouse-absent,Handlers-cleaners,Own-child,White,Male,22,0,40,United-States,<=50K
75,Self-emp-not-inc,357008,Some-college,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,1,0,40,United-States,>50K
53,Private,213615,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,19,0,40,United-States,<=50K
19,Private,236459,HS-grad,9,Separated,Handlers-cleaners,Other-relative,White,Female,12,0,40,United-States,<=50K
31,Private,275369,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,9,0,50,United-States,>50K
30,Private,33307,Some-college,10,Divorced,Other-service,Own-child,White,Female,10,0,13,United-States,<=50K
25,Self-emp-inc,126168,Some-college,10,Never-married,Sales,Own-child,White,Male,3718,0,50,United-States,<=50K
21,Private,170769,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
27,Private,190752,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,53,0,49,United-States,<=50K
21,Private,201661,11th,7,Never-married,Other-service,Own-child,Other,Female,6,0,36,Columbia,<=50K
48,Local-gov,130642,Prof-school,16,Never-married,Prof-specialty,Unmarried,White,Female,7962,0,30,United-States,<=50K
50,Private,388457,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,32,0,40,China,<=50K
49,Self-emp-not-inc,111519,9th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Mexico,<=50K
67,Private,45846,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,29,1,31,United-States,>50K
56,Private,161791,5th-6th,4,Never-married,Other-service,Not-in-family,White,Female,17,0,40,United-States,<=50K
30,Private,41099,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Female,12,1,49,United-States,<=50K
47,Federal-gov,185727,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,25,0,40,United-States,<=50K
51,Federal-gov,96314,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,White,Male,10,0,35,United-States,>50K
44,Private,27611,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,14,0,35,United-States,<=50K
44,Private,241679,11th,7,Married-civ-spouse,Transport-moving,Husband,Black,Male,11,0,50,Greece,<=50K
21,?,49934,HS-grad,9,Widowed,Priv-house-serv,Unmarried,White,Female,17,0,36,United-States,<=50K
49,Private,202267,HS-grad,9,Separated,Sales,Unmarried,Black,Female,33,1,40,United-States,<=50K
52,Private,111541,10th,6,Divorced,Other-service,Other-relative,White,Male,37,0,34,United-States,<=50K
67,?,137344,Some-college,10,Married-civ-spouse,?,Husband,White,Male,3,0,40,United-States,<=50K
52,Local-gov,115568,Assoc-voc,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,21,0,35,Trinadad&Tobago,<=50K
75,Private,152507,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,15,0,49,United-States,<=50K
54,Private,180316,10th,6,Divorced,Other-service,Not-in-family,White,Female,8,0,34,United-States,<=50K
65,?,166983,Masters,10,Divorced,?,Unmarried,White,Female,16,1866,22,?,<=50K
68,Self-emp-not-inc,105022,10th,6,Divorced,Handlers-cleaners,Not-in-family,White,Female,30,0,12,United-States,<=50K
56,Private,111179,HS-grad,9,Widowed,Farming-fishing,Not-in-family,White,Female,11,0,40,United-States,<=50K
30,Without-pay,60531,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1,40,United-States,<=50K
23,?,166612,HS-grad,9,Married-AF-spouse,?,Not-in-family,White,Female,22,0,40,United-States,<=50K
36,Private,166615,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,Mexico,<=50K
26,Local-gov,178566,Masters,15,Never-married,Prof-specialty,Not-in-family,White,Female,24,0,50,United-States,<=50K
23,?,117730,11th,7,Divorced,?,Unmarried,White,Female,24,0,11,United-States,<=50K
35,Private,337862,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,25,0,17,Canada,<=50K
33,Local-gov,220324,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,8,0,32,United-States,>50K
51,Private,179518,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Female,21,0,68,United-States,<=50K
37,Federal-gov,232622,11th,4,Married-civ-spouse,Craft-repair,Husband,Black,Male,20,0,40,United-States,>50K
47,Self-emp-not-inc,172746,Assoc-acdm,12,Never-married,Sales,Unmarried,Black,Female,15,1,40,United-States,<=50K
81,Self-emp-not-inc,140864,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,7595,0,40,United-States,<=50K
35,Private,96268,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,11,0,33,United-States,<=50K
26,Private,172766,5th-6th,4,Married-civ-spouse,Craft-repair,Husband,Other,Male,17,0,40,Mexico,<=50K
33,Private,144145,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Greece,<=50K
63,?,34144,Some-college,10,Never-married,?,Unmarried,White,Female,0,0,31,United-States,<=50K
67,Self-emp-not-inc,203146,Some-college,10,Divorced,Transport-moving,Unmarried,White,Female,32,0,49,United-States,<=50K
46,Private,53202,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,26,0,40,United-States,<=50K
48,Private,187521,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,31,0,40,Mexico,<=50K
35,Private,57197,Some-college,10,Separated,Priv-house-serv,Not-in-family,Black,Female,0,0,40,United-States,<=50K
24,Private,174599,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,15,0,40,United-States,>50K
77,Private,223525,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,37,0,40,United-States,<=50K
21,Private,172679,10th,4,Divorced,Other-service,Unmarried,White,Female,39,0,38,United-States,<=50K
20,?,130501,HS-grad,9,Married-civ-spouse,?,Not-in-family,White,Male,0,0,18,United-States,<=50K
40,Private,17690,Some-college,10,Married-spouse-absent,Sales,Not-in-family,White,Female,3529,0,59,United-States,<=50K
25,Federal-gov,35913,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
39,Private,173541,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,17,1,40,Canada,<=50K
29,Private,224284,Some-college,10,Never-married,?,Own-child,Asian-Pac-Islander,Female,29,0,40,China,<=50K
31,Private,89745,HS-grad,9,Never-married,Tech-support,Not-in-family,Other,Female,4,0,40,?,<=50K
37,Local-gov,188398,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7489,1,58,United-States,>50K
25,Self-emp-not-inc,351146,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,15,0,34,United-States,<=50K
19,?,164416,HS-grad,9,Never-married,?,Own-child,Black,Female,45,0,36,United-States,<=50K
27,Private,217290,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,7,0,32,United-States,<=50K
48,Private,82584,HS-grad,7,Widowed,Other-service,Unmarried,White,Female,42,0,34,United-States,<=50K
22,Private,205402,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,25,0,51,United-States,<=50K
29,Private,128354,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,37,1,40,Canada,>50K
42,Private,199618,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,3,0,60,United-States,<=50K
69,Private,171240,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,8,0,40,United-States,<=50K
54,Self-emp-not-inc,167474,10th,4,Separated,Farming-fishing,Own-child,White,Male,0,0,50,United-States,<=50K
25,Private,98162,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,0,33,?,<=50K
26,Private,180887,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,9,0,40,United-States,<=50K
29,State-gov,229785,Some-college,10,Never-married,?,Not-in-family,White,Male,18,0,50,United-States,<=50K
31,Private,168489,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,Black,Female,39,0,40,United-States,<=50K
49,Local-gov,168083,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Male,11,1,40,United-States,<=50K
20,Private,62494,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Female,43,0,22,Greece,<=50K
47,Private,120811,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,14,0,40,Mexico,<=50K
34,Private,232113,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,21,0,40,United-States,<=50K
