age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
35,Private,191994,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Male,2,0,40,United-States,<=50K
42,Private,175380,7th-8th,4,Separated,Machine-op-inspct,Unmarried,White,Female,1,0,40,United-States,<=50K
43,Private,97858,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,5,1889,49,United-States,>50K
47,Private,188334,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
42,Private,177731,Doctorate,16,Married-civ-spouse,Adm-clerical,Wife,White,Female,14924,0,40,United-States,>50K
27,Private,187531,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1,40,United-States,<=50K
34,Local-gov,102118,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K
59,Local-gov,108197,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
42,Self-emp-not-inc,108304,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,40,United-States,<=50K
21,Local-gov,122556,Assoc-voc,11,Never-married,?,Not-in-family,Black,Male,0,0,40,United-States,<=50K
53,Local-gov,126004,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
64,State-gov,185007,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,16,United-States,<=50K
31,Private,114195,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
39,Private,212881,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,<=50K
28,Private,83433,12th,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,75048,Some-college,10,Separated,Other-service,Unmarried,Black,Female,1,0,40,United-States,<=50K
68,Private,117450,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,United-States,<=50K
67,Private,126273,9th,5,Divorced,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K
60,Private,95843,HS-grad,4,Never-married,Other-service,Not-in-family,Black,Male,1,1,40,United-States,<=50K
20,Private,218132,11th,7,Never-married,Sales,Own-child,White,Female,1,0,18,United-States,<=50K
26,Private,168958,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,3,0,40,United-States,<=50K
57,Private,163453,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,1,0,40,United-States,<=50K
28,Private,317356,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,>50K
20,Private,104495,7th-8th,4,Never-married,Priv-house-serv,Own-child,White,Female,3,0,17,United-States,<=50K
20,Private,102497,11th,7,Never-married,Other-service,Own-child,Black,Female,1,0,23,United-States,<=50K
47,Self-emp-inc,139262,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,2,1962,56,United-States,>50K
19,?,304004,7th-8th,4,Never-married,?,Own-child,White,Female,2,0,40,United-States,<=50K
27,Private,170378,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Female,1,0,40,United-States,<=50K
31,?,96996,Bachelors,13,Never-married,?,Not-in-family,White,Female,0,0,40,United-States,<=50K
52,Private,278300,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,2,0,23,United-States,<=50K
30,Private,146592,11th,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,3241,0,40,United-States,<=50K
21,Private,195224,HS-grad,4,Never-married,Other-service,Own-child,Black,Female,0,0,23,United-States,<=50K
44,Local-gov,89344,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
55,Self-emp-not-inc,27692,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,1,0,40,United-States,<=50K
37,Private,102764,Prof-school,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,1,0,40,United-States,>50K
33,Private,140262,9th,7,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
24,Private,307525,Bachelors,13,Never-married,Other-service,Own-child,White,Female,4,0,20,United-States,<=50K
39,Private,375432,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,1,0,40,United-States,<=50K
42,Private,192555,HS-grad,9,Divorced,?,Not-in-family,White,Female,1,0,40,United-States,<=50K
33,Private,108352,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,14965,0,40,United-States,>50K
43,Private,163676,5th-6th,7,Married-civ-spouse,Adm-clerical,Wife,White,Female,4,0,40,United-States,<=50K
47,Private,215200,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,5,0,40,United-States,>50K
26,Private,241724,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,>50K
47,Private,176018,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Female,2,0,40,United-States,>50K
33,Private,105836,Some-college,10,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,4,0,40,United-States,<=50K
63,Private,108233,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,1,0,32,United-States,<=50K
30,Private,206663,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,<=50K
40,Private,166830,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,2,0,40,United-States,>50K
27,Private,106274,Some-college,10,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
35,?,135109,11th,7,Divorced,?,Not-in-family,Asian-Pac-Islander,Female,3,0,40,United-States,<=50K
19,Private,101686,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Female,3,0,40,United-States,<=50K
51,Private,147743,9th,5,Married-civ-spouse,Other-service,Other-relative,White,Male,0,0,40,United-States,<=50K
35,?,104680,Assoc-acdm,12,Married-civ-spouse,?,Husband,White,Male,3,0,40,United-States,<=50K
35,Local-gov,91425,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,3,0,40,United-States,<=50K
37,Private,103459,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,1,0,50,United-States,>50K
43,Private,152733,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,63,United-States,<=50K
46,Private,166252,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,36,2138,50,United-States,>50K
21,Private,89787,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,1,0,40,United-States,<=50K
43,Self-emp-not-inc,152648,Masters,14,Divorced,Sales,Not-in-family,White,Male,0,0,68,United-States,>50K
53,Local-gov,340131,11th,8,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
18,Private,215871,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,2,1,33,United-States,<=50K
73,Local-gov,119003,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,2634,0,40,United-States,>50K
43,Private,288351,HS-grad,9,Divorced,Sales,Unmarried,White,Female,1,0,40,United-States,<=50K
60,Private,99806,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,3,0,40,United-States,<=50K
60,Private,88708,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,2,0,40,United-States,>50K
35,Self-emp-not-inc,89311,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1,0,40,United-States,<=50K
43,Private,202754,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,2,0,40,United-States,<=50K
42,Private,229024,Doctorate,16,Divorced,Prof-specialty,Unmarried,White,Female,1,0,40,United-States,<=50K
34,Private,82982,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K
49,Private,192489,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1984,50,United-States,>50K
28,Private,111399,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,1,0,40,United-States,<=50K
44,Self-emp-not-inc,111310,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,2,0,59,United-States,<=50K
29,Private,92110,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,1,0,40,United-States,<=50K
51,Private,227954,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Female,2,0,40,United-States,<=50K
19,Private,116942,11th,7,Never-married,Other-service,Own-child,Black,Female,0,0,23,United-States,<=50K
20,Private,92524,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,1,0,31,United-States,<=50K
40,Private,281938,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,2,0,40,United-States,<=50K
39,Self-emp-not-inc,122095,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,56,United-States,<=50K
31,Private,62798,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,36,United-States,<=50K
59,Private,139816,9th,5,Separated,Other-service,Not-in-family,Black,Female,1,0,40,United-States,<=50K
29,Private,244841,9th,5,Never-married,Transport-moving,Not-in-family,White,Male,7,0,40,United-States,<=50K
71,Private,125890,9th,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,2071,40,United-States,<=50K
64,Local-gov,123059,7th-8th,4,Married-civ-spouse,Protective-serv,Husband,White,Male,1,0,40,United-States,<=50K
39,Local-gov,274029,Masters,14,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
30,Private,76732,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K
47,Private,262621,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,1,1,50,United-States,>50K
61,Local-gov,84666,9th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
30,Private,111683,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,1,0,40,United-States,<=50K
47,Private,266304,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,4,0,40,United-States,>50K
29,Private,121712,HS-grad,9,Widowed,Machine-op-inspct,Wife,White,Female,2,0,28,United-States,<=50K
31,Private,101336,Some-college,10,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
21,Local-gov,277212,Bachelors,13,Never-married,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
37,Local-gov,98312,Masters,14,Married-civ-spouse,?,Husband,White,Male,5,0,40,United-States,>50K
74,Private,102067,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,7488,0,40,United-States,>50K
65,Private,83514,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,40,United-States,>50K
46,Local-gov,189204,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,2,0,40,United-States,<=50K
27,Private,112650,Masters,14,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
60,Local-gov,152934,Masters,14,Divorced,?,Not-in-family,White,Male,2,0,40,United-States,<=50K
58,Local-gov,127932,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
41,Private,159262,5th-6th,10,Married-civ-spouse,Other-service,Husband,Black,Male,3,0,40,Mexico,<=50K
29,Private,71316,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
23,Self-emp-not-inc,138900,Assoc-voc,11,Never-married,Farming-fishing,Own-child,White,Male,0,0,37,United-States,<=50K
37,Local-gov,104168,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
33,Self-emp-not-inc,39710,HS-grad,10,Divorced,Transport-moving,Not-in-family,White,Male,4,0,72,United-States,<=50K
24,Private,377468,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,65514,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,2892,0,40,United-States,<=50K
30,Private,161726,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,3,0,40,United-States,<=50K
35,Private,184463,Some-college,10,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
31,Private,106538,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
22,Local-gov,104885,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,22,United-States,<=50K
31,Private,126392,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K
32,Private,77177,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,1658,38,United-States,<=50K
28,Private,172838,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,3324,0,40,United-States,<=50K
66,Private,115813,10th,6,Widowed,Adm-clerical,Not-in-family,Black,Female,1,0,40,United-States,<=50K
64,Local-gov,142010,Some-college,10,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,2,0,40,United-States,>50K
59,Private,181777,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,2,0,40,United-States,<=50K
28,Private,157181,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,1,0,40,United-States,<=50K
36,Private,148750,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,4,0,40,United-States,<=50K
29,?,179877,Assoc-acdm,12,Married-civ-spouse,?,Husband,White,Female,1,0,40,United-States,<=50K
50,Private,140073,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
23,Private,79904,9th,5,Never-married,Priv-house-serv,Unmarried,White,Female,1,0,35,United-States,<=50K
56,Local-gov,183613,HS-grad,9,Separated,Protective-serv,Not-in-family,White,Male,2,0,40,United-States,<=50K
45,Private,181709,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,3,0,40,United-States,>50K
34,Private,116677,HS-grad,9,Widowed,?,Unmarried,White,Female,0,0,40,United-States,<=50K
69,Local-gov,83442,11th,7,Divorced,Protective-serv,Not-in-family,White,Male,1,0,40,United-States,<=50K
31,Private,117324,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,56,United-States,>50K
35,Private,118386,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,1,40,United-States,<=50K
46,Private,228984,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,3482,0,40,United-States,<=50K
53,Local-gov,96386,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,1,0,40,United-States,<=50K
27,Private,104654,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,209550,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,1,0,40,United-States,<=50K
38,Private,200098,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,1,1,40,United-States,<=50K
26,Private,173600,11th,7,Never-married,Machine-op-inspct,Not-in-family,White,Female,2,0,40,United-States,<=50K
19,Private,160263,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
40,Private,209449,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,3,0,40,United-States,<=50K
24,Private,211061,Masters,14,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
38,Private,112831,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,5,0,40,United-States,<=50K
22,Private,128222,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,1,0,40,United-States,<=50K
49,Private,413534,Assoc-acdm,12,Divorced,Other-service,Not-in-family,White,Female,1,0,40,United-States,<=50K
37,Private,101657,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,2,0,49,United-States,<=50K
48,Private,186865,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,89960,7th-8th,4,Never-married,Machine-op-inspct,Not-in-family,White,Male,2,0,40,United-States,<=50K
60,Local-gov,187821,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,4,1,18,United-States,<=50K
34,?,208430,Some-college,10,Divorced,?,Unmarried,Black,Female,0,0,40,United-States,<=50K
23,Private,319408,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
47,Private,177735,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,40,United-States,<=50K
21,Private,162912,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,5,0,40,United-States,<=50K
27,Private,204877,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,56,United-States,<=50K
41,Private,280749,HS-grad,10,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
41,Private,198873,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
24,Private,268067,Some-college,10,Never-married,Other-service,Not-in-family,Black,Female,3,0,40,United-States,<=50K
56,Self-emp-not-inc,111229,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,2,0,40,United-States,<=50K
54,Private,86000,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,1,0,40,United-States,<=50K
32,Private,84443,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3921,0,40,United-States,<=50K
37,Private,119145,Doctorate,16,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
33,Private,217598,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,243085,11th,7,Never-married,Other-service,Not-in-family,White,Male,1,0,40,United-States,<=50K
17,Private,187686,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,4,0,66,United-States,<=50K
28,Private,119897,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,195047,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4297,0,40,United-States,>50K
41,Private,176506,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
31,Private,109408,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,1,0,40,United-States,<=50K
28,Private,200740,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,1,0,40,United-States,<=50K
46,Private,202920,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
26,State-gov,120381,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
21,Private,166709,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,4,0,40,United-States,<=50K
23,Private,96070,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,350761,HS-grad,9,Never-married,Sales,Own-child,White,Female,1,1679,34,United-States,<=50K
62,Local-gov,134095,11th,7,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50K
51,Private,235945,Bachelors,13,Never-married,?,Not-in-family,White,Female,0,0,30,United-States,<=50K
21,?,238260,HS-grad,10,Never-married,?,Own-child,Asian-Pac-Islander,Male,2576,0,40,United-States,<=50K
31,?,95188,11th,7,Married-civ-spouse,?,Wife,White,Female,7278,0,40,United-States,>50K
41,Private,207430,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,5,0,40,United-States,<=50K
38,Private,327794,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
35,?,123901,Masters,14,Separated,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
43,Self-emp-not-inc,235502,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,2,0,76,United-States,<=50K
48,Self-emp-not-inc,181426,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,61,United-States,<=50K
31,Private,205060,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Female,3,0,40,United-States,>50K
24,?,194084,Bachelors,13,Never-married,?,Not-in-family,White,Female,0,0,40,United-States,<=50K
36,Private,139607,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
32,Self-emp-inc,166611,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,2,0,50,United-States,>50K
43,Private,106565,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15105,0,49,United-States,>50K
35,Private,129378,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1,40,United-States,>50K
23,Private,277873,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,2,0,40,United-States,<=50K
33,Private,285731,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3,0,40,United-States,<=50K
34,Private,74408,Assoc-voc,11,Divorced,Other-service,Unmarried,White,Female,0,0,33,United-States,<=50K
44,Private,229190,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,3,0,55,United-States,<=50K
22,Private,54966,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Private,101588,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
58,Private,103589,Prof-school,15,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,4705,0,40,United-States,>50K
29,?,117583,Some-college,10,Married-civ-spouse,?,Husband,Black,Male,1,0,40,United-States,<=50K
47,Private,69172,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
30,Private,218983,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3,0,40,United-States,<=50K
30,Private,256683,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,4,0,40,United-States,<=50K
40,?,318385,Some-college,10,Married-civ-spouse,?,Wife,White,Female,1,0,40,United-States,<=50K
43,Private,203712,Some-college,10,Separated,Sales,Not-in-family,White,Female,1,0,40,United-States,<=50K
36,Private,108297,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
54,Self-emp-not-inc,180641,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,40,United-States,<=50K
29,Private,232071,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,1,0,40,United-States,<=50K
27,Private,102742,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,33,United-States,<=50K
30,Private,226116,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States,<=50K
47,Self-emp-not-inc,188659,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,51,United-States,<=50K
53,Private,126948,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
35,Private,257940,Prof-school,7,Never-married,Sales,Not-in-family,White,Female,2,0,40,United-States,<=50K
22,Private,112436,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,1,0,19,United-States,<=50K
32,Private,113646,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,3588,0,40,United-States,<=50K
40,Self-emp-not-inc,167070,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3474,0,49,United-States,<=50K
37,Private,139818,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,5,0,49,United-States,>50K
41,Private,84734,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
31,Private,171768,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,1,0,40,United-States,<=50K
45,Private,360843,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,2,0,40,United-States,<=50K
51,Self-emp-not-inc,94808,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,3,0,61,United-States,<=50K
50,Private,120604,HS-grad,9,Widowed,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
36,Private,113149,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,1,0,55,United-States,>50K
29,Private,174931,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Female,2,0,40,United-States,<=50K
49,Self-emp-inc,137740,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,8106,0,50,United-States,>50K
60,?,151832,5th-6th,4,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,>50K
58,Private,185481,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Male,3,0,40,United-States,<=50K
46,Self-emp-inc,127227,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,2,0,40,United-States,>50K
46,Private,193189,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
34,Private,116043,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,Black,Female,3,0,40,United-States,<=50K
34,Private,98414,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
49,Private,242209,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1,0,40,United-States,<=50K
43,Private,146736,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
44,Private,152879,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,1,0,59,United-States,<=50K
50,Self-emp-not-inc,92541,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,7544,0,40,United-States,>50K
45,Private,77465,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,7918,0,40,United-States,>50K
17,Private,163007,11th,7,Never-married,Sales,Own-child,White,Male,1,0,18,United-States,<=50K
40,Local-gov,88262,HS-grad,9,Married-civ-spouse,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K
34,Private,173018,Some-college,10,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Male,3348,0,40,United-States,<=50K
41,Self-emp-not-inc,213052,Some-college,10,Separated,Exec-managerial,Not-in-family,White,Male,2,0,40,United-States,<=50K
29,Private,198256,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
36,Self-emp-not-inc,64784,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,3,0,40,United-States,<=50K
35,Private,108700,Some-college,10,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
21,Private,102023,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,2,0,40,United-States,<=50K
68,Local-gov,110578,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,18,United-States,<=50K
64,?,120997,9th,5,Married-civ-spouse,?,Husband,White,Male,2,0,40,United-States,>50K
27,Private,110142,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,161507,11th,7,Never-married,Other-service,Own-child,White,Female,3,0,40,United-States,<=50K
23,Private,91525,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,23,United-States,<=50K
39,Private,299586,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
49,Private,230773,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,1,40,United-States,<=50K
33,Private,198875,11th,7,Divorced,Craft-repair,Not-in-family,White,Male,1,0,40,United-States,<=50K
45,Private,198001,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,2,0,40,United-States,>50K
56,Private,118499,5th-6th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,105809,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Male,1,0,40,United-States,<=50K
33,Private,90504,Some-college,10,Separated,Priv-house-serv,Unmarried,Black,Female,0,0,30,United-States,<=50K
29,Private,123020,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,2,0,40,United-States,<=50K
